ADX,0.636367891392847,7423251.36058591,46728940.3588686
AE,1.51303677918579,1889826.59520205,352568544.439232
AGIX,0.12739165260692,201873.368492259,68462081.0341595
AION,2.23256765373998,9270047.10915965,257459413.828068
AMB,0.294767422154693,94921.0052822543,42620708.9675837
ANT,2.57570985757202,1839675.58046412,67885960.2080778
APPC,0.350058285447572,2183490.2130156,86185432.6074692
ARDR,0.272334279370388,13454902.4990343,272061807.562207
ARK,2.3762,6195010,241577024.0788
AVT,1.02795790021268,202888.162555019,6167747.40127607
BAT,0.212526493199198,10532087.433298,212526493.199198
BCC,0.633055,28596.9,5929749.585345
BCD,2.17375698952548,1014260.06031679,332384290.315116
BCN,0.00234140255501869,1038315.58872199,430393427.699232
BCPT,0.406771018254278,4582205.81281558,28611759.6722098
BLZ,0.314381,4308490,51872865
BNB,13.2169835995931,124785245.052251,1536627713.33039
BNT,2.38249131142539,3773994.71989411,106752335.840864
BRD,0.450445590045404,464293.237633589,33507926.7305336
BTC,7464.35609406668,2762080502.61078,126568883854.608
BTG,47.3427466500542,21423019.6997772,801084769.698448
BTS,0.149867687920081,16584871.2133097,391562305.582554
CDT,0.037196703258199,554330.62371329,24439091.0154831
CHSB,0.0303990942516088,222003.146749883,17504440.8941352
CLOAK,5.3736,327551,27485028.9936
CND,0.0728459209135539,2514380.85994799,105333496.31799
COMP,0.0000749497970739919,12934.812331138,0
COVAL,0.00578595,19540.7,5785950
CVC,0.220874907787073,5861114.31725651,75693823.388883
DASH,341.58360585858,82459588.2044564,2729298099.84602
DCR,47.4433369374147,973866.489882927,334945261.887791
DENT,0.0114605079679324,1342892.69365615,121650552.571239
DGB,0.0201701829538352,4142191.17268182,203020427.575468
DGD,233.564,12667100,467128000
DLT,0.164963410233487,1224794.11910381,14183368.0981119
DNT,0.0568347032192032,3722242.11980516,34100821.9315219
ELF,0.573695013457845,27294755.7190562,143423753.364461
ENJ,0.10570099554724,7740263.00757143,79930303.7748908
ETC,15.2061778329713,136512735.267728,1534948541.47226
ETH,415.716233970338,938277656.037438,40989129292.8868
ETP,0.683598280536572,727524.559068438,26028178.8489915
EVX,1.06020171419505,2339099.84658323,17493328.2842183
FUEL,0.0606507863574052,364230.088119189,29452219.152164
FUN,0.0324166,1104670,149280864.163437
GAS,17.2004209149454,4211323.70936662,172248816.335286
GLM,0.219686,6679390,183275681.732
GNO,65.9839541250367,930292.466599288,72885215.8869743
GTC,0.0483545367238895,3887597.58128778,27322603.3682113
GTO,0.188919426928528,1826070.72200985,51545275.0015473
GVT,20.5025,10856800,76408327.4525
HT,1.72189250159838,110047796.811812,0
ICX,2.32226706718751,51215195.9945912,898816069.930059
IDEX,0.0779478,11393.9,7943466.987456
IOST,0.0255759068789273,40502533.6833969,214837617.782989
KIN,0.000172946,317459,130764048.780555
KMD,2.92203,7427360,304004345.74047
LEND,0.0456639246149202,1319877.56015157,49597090.1367618
LINK,0.297136799161516,8740558.60199076,103997879.70653
LSK,10.2151248136543,64282510.8939178,1057025975.68759
LUN,9.52250227053775,30193175.9576106,21881310.409862
LYM,0.0199004626090465,143097.827388218,10857354.7682472
MANA,0.0752694931604609,5159960.48681752,79043619.1291916
MCO,5.59898454434901,16581793.4598049,73937625.5577518
MDA,0.745680534482028,971457.844236436,14636879.6951279
MDT,0.0546775567921223,820771.506020838,10915843.9506015
MKR,535.185668412584,22200.5101882378,330866765.411375
MLN,45.0895,352866,27026646.3
MTH,0.0871225652918165,593292.984916025,18915590.4106662
MTL,3.89073,21541300,86928494.95872
NAS,4.90689014685375,8007404.6215612,174194600.213308
NAV,0.898457185155539,655466.62457904,56295239.2073478
NEBL,8.07212411875635,9734871.30767382,104671507.900134
NEO,53.9045083822108,100700203.772518,3503793044.8437
NMR,11.9884953508257,186864.02518181,16235767.4952208
