ADX,0.583677059602044,6908128.89882947,42859815.6441969
AE,1.42959259417372,2416813.3774434,333124341.062064
AGIX,0.118196358716982,127558.72634534,63520399.6716583
AION,1.95990201266507,6956991.70184682,226015647.273176
AMB,0.279126137099116,24355.5753069162,40359120.3111448
ANT,2.30072242027625,558877.578891984,60638332.4633989
APPC,0.307018768727053,1852718.75258516,30718551.6760724
ARDR,0.29876918644967,56513177.1234789,298470266.384781
ARK,2.06025,3320330,209500093.7235
AVT,0.9032183007871,60058.0526298722,5419309.8047226
BAT,0.188765128002051,4823265.79677409,188765128.002051
BCC,0.445309,13501.3,4171155.520611
BCD,1.97859252834108,754263.226619481,302576509.720626
BCN,0.00211930256913131,1805279.50888016,389570406.689005
BCPT,0.358916876723709,3541106.53859464,25245759.7967304
BLZ,0.274101,3735980,45226665
BNB,12.2626375440956,105609578.097313,1425673910.14717
BNT,2.22199599102259,4260975.56523733,99923204.1562056
BRD,0.407349360052778,428870.415907568,30302067.13535
BTC,6845.31597826858,2544238382.12146,116084750821.373
BTG,42.5249747448853,11451423.9418805,719651168.207087
BTS,0.133805355137457,8688409.02898876,349625364.652868
CDT,0.0329250476416745,1071082.30453292,21632514.8607528
CHSB,0.0256838574820309,185188.991435783,14789307.9151136
CLOAK,5.12271,318666,26202723.12252
CND,0.0630919621941157,4493711.87427895,91229500.3498564
COMP,0.00011226744718315,184.982611425089,0
COVAL,0.0048736,12394.5,4873600
CVC,0.202813284435213,4733216.80588725,69504105.6802957
DASH,301.259781419114,60378351.5132525,2407652206.33314
DCR,42.825490728516,755841.564327224,302617122.752552
DENT,0.0107390615814462,1474869.23887315,113992571.63251
DGB,0.0180996853127007,2959787.29606515,182262328.028629
DGD,207.778,13747600,415556000
DLT,0.147457550384259,1139894.11051613,12678233.9973793
DNT,0.0504953896831719,2111719.72993429,30297233.8099031
ELF,0.523054758290712,24469182.3314077,130763689.572678
ENJ,0.0910262592777396,6390253.03893536,68833377.7548012
